model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation,resolved_status,oa_title,oa_first_author,oa_institution,oa_country,oa_year,oa_id
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,13,Going Deeper with Convolutions (GoogLeNet / Inception),"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google Inc.,low_confidence,Going deeper with convolutions,Christian Szegedy,Google (United States),US,2015,https://openalex.org/W2097117768
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,14,Attention Is All You Need,"[""Ashish Vaswani"", ""Noam Shazeer"", ""Niki Parmar"", ""Jakob Uszkoreit"", ""Llion Jones"", ""Aidan N. Gomez"", ""Łukasz Kaiser"", ""Illia Polosukhin""]",2017,Advances in Neural Information Processing Systems (NeurIPS),Google Brain,resolved,Attention Is All You Need,Ashish Vaswani,Google (United States),US,2025,https://openalex.org/W2626778328
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s2,15,Masked Autoencoders Are Scalable Vision Learners,"[""Kaiming He"", ""Xinlei Chen"", ""Saining Xie"", ""Yanghao Li"", ""Piotr Dollár"", ""Ross Girshick""]",2022,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Meta AI Research (FAIR),no_affiliation,Masked Autoencoders Are Scalable Vision Learners,Kaiming He,,,2021,https://openalex.org/W3211983881
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,1,ImageNet Large Scale Visual Recognition Challenge,"[""Olga Russakovsky"", ""Jia Deng"", ""Hao Su"", ""Jonathan Krause"", ""Sanjeev Satheesh"", ""Sean Ma"", ""Zhiheng Huang"", ""Andrej Karpathy"", ""Aditya Khosla"", ""Michael Bernstein"", ""Alexander C. Berg"", ""Li Fei-Fei""]",2015,International Journal of Computer Vision (IJCV),Stanford University,resolved,ImageNet Large Scale Visual Recognition Challenge,Olga Russakovsky,Stanford University,US,2015,https://openalex.org/W2117539524
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,2,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research Asia,resolved,Deep Residual Learning for Image Recognition,Kaiming He,Microsoft Research (United Kingdom),GB,2016,https://openalex.org/W2194775991
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,3,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems (NeurIPS),University of Toronto,resolved,ImageNet classification with deep convolutional neural networks,Alex Krizhevsky,Google (United States),US,2017,https://openalex.org/W2163605009
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,4,Generative Adversarial Nets,"[""Ian Goodfellow"", ""Jean Pouget-Abadie"", ""Mehdi Mirza"", ""Bing Xu"", ""David Warde-Farley"", ""Sherjil Ozair"", ""Aaron Courville"", ""Yoshua Bengio""]",2014,Advances in Neural Information Processing Systems (NeurIPS),Université de Montréal,resolved,GAN（Generative Adversarial Nets）,柴田 淳司,Université de Montréal,CA,2017,https://openalex.org/W2099471712
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,5,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS),Microsoft Research Asia,resolved,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,Shaoqing Ren,University of Science and Technology of China,CN,2016,https://openalex.org/W639708223
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington,resolved,"You Only Look Once: Unified, Real-Time Object Detection",Joseph Redmon,University of Washington,US,2016,https://openalex.org/W1483870316
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,7,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg,resolved,U-Net: Convolutional Networks for Biomedical Image Segmentation,Olaf Ronneberger,University of Freiburg,DE,2015,https://openalex.org/W1901129140
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,8,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford,resolved,Very Deep Convolutional Networks for Large-Scale Image Recognition,Karen Simonyan,University of Oxford,GB,2014,https://openalex.org/W1686810756
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,9,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley",resolved,Fully convolutional networks for semantic segmentation,Jonathan Long,Berkeley College,US,2015,https://openalex.org/W1903029394
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,10,Attention Is All You Need,"[""Ashish Vaswani"", ""Noam Shazeer"", ""Niki Parmar"", ""Jakob Uszkoreit"", ""Llion Jones"", ""Aidan N. Gomez"", ""Łukasz Kaiser"", ""Illia Polosukhin""]",2017,Advances in Neural Information Processing Systems (NeurIPS),Google Brain,resolved,Attention Is All You Need,Ashish Vaswani,Google (United States),US,2025,https://openalex.org/W2626778328
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,11,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,International Conference on Learning Representations (ICLR),"Google Research, Brain Team",resolved,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,Alexey Dosovitskiy,Google (United States),US,2020,https://openalex.org/W3094502228
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,12,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),"University of California, Berkeley",resolved,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,Ross Girshick,Berkeley College,US,2014,https://openalex.org/W2102605133
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,13,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google Inc.,resolved,Going deeper with convolutions,Christian Szegedy,Google (United States),US,2015,https://openalex.org/W2097117768
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,14,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research (FAIR),resolved,Mask R-CNN,Kaiming He,Meta (Israel),IL,2017,https://openalex.org/W2963150697
claude-sonnet-4-6,anthropic,VIS_PAPERS,imp01-s3,15,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,"[""Sergey Ioffe"", ""Christian Szegedy""]",2015,International Conference on Machine Learning (ICML),Google Inc.,resolved,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,Sergey Ioffe,Google (United States),US,2015,https://openalex.org/W1836465849
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,1,On the criteria to be used in decomposing systems into modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University,resolved,On the criteria to be used in decomposing systems into modules,David Lorge Parnas,Carnegie Mellon University,US,1972,https://openalex.org/W2134119432
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,2,Symbolic execution and program testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center,resolved,Symbolic execution and program testing,James C. King,IBM (United States),US,1976,https://openalex.org/W2101512909
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,3,Program Slicing,"[""Mark Weiser""]",1981,Proceedings of the 5th International Conference on Software Engineering (ICSE),University of Maryland,resolved,Program Slicing,Mark Weiser,"University of Maryland, College Park",US,1984,https://openalex.org/W2293624369
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,4,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,Computer (IEEE),University of North Carolina at Chapel Hill,resolved,No Silver Bullet Essence and Accidents of Software Engineering,Brooks,North Carolina State University,US,1987,https://openalex.org/W2154774499
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,5,Statecharts: a visual formalism for complex systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science,resolved,Statecharts: a visual formalism for complex systems,David Harel,Weizmann Institute of Science,IL,1987,https://openalex.org/W2099529102
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,6,A spiral model of software development and enhancement,"[""Barry W. Boehm""]",1988,Computer (IEEE),TRW Defense Systems Group,resolved,A Spiral Model of Software Development and Enhancement,Barry Boehm,Defense Systems (United States),US,1995,https://openalex.org/W1538749659
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,7,Foundations for the study of software architecture,"[""Dewayne E. Perry"", ""Alexander L. Wolf""]",1992,ACM SIGSOFT Software Engineering Notes,AT&T Bell Laboratories,resolved,Foundations for the study of software architecture,Dewayne E. Perry,AT&T (United States),US,1992,https://openalex.org/W2118023438
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,8,A metrics suite for object oriented design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering (TSE),"University of California, Los Angeles (UCLA)",resolved,A metrics suite for object oriented design,Shyam R. Chidamber,IIT@MIT,US,1994,https://openalex.org/W2158864412
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,9,The model checker SPIN,"[""Gerard J. Holzmann""]",1997,IEEE Transactions on Software Engineering (TSE),Bell Laboratories,resolved,The model checker SPIN,Gerard J. Holzmann,Nokia (United States),US,1997,https://openalex.org/W2115309705
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,10,CCFinder: a multilinguistic token-based code clone detection system for large scale source code,"[""Toshihiro Kamiya"", ""Shinji Kusumoto"", ""Katsuro Inoue""]",2002,IEEE Transactions on Software Engineering (TSE),Osaka University,resolved,CCFinder: a multilinguistic token-based code clone detection system for large scale source code,T. Kamiya,The University of Osaka,JP,2002,https://openalex.org/W2138756793
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,11,DART: directed automated random testing,"[""Patrice Godefroid"", ""Nils Klarlund"", ""Koushik Sen""]",2005,Proceedings of the 2005 ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),Bell Laboratories,resolved,DART: Directed Automated Random Testing,Koushik Sen,Berkeley College,US,2011,https://openalex.org/W1634497122
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,12,Feedback-directed random test generation,"[""Carlos Pacheco"", ""Shuvendu K. Lahiri"", ""Michael D. Ernst"", ""Thomas Ball""]",2007,Proceedings of the 29th International Conference on Software Engineering (ICSE),Massachusetts Institute of Technology (MIT),resolved,Feedback-Directed Random Test Generation,Carlos Pacheco,MIT Computer Science and Artificial Intelligence Laboratory,US,2007,https://openalex.org/W2107709519
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,13,KLEE: Unassisted and Automatic Generation of High-Coverage Tests for Complex Systems Programs,"[""Cristian Cadar"", ""Daniel Dunbar"", ""Dawson Engler""]",2008,Proceedings of the 8th USENIX Symposium on Operating Systems Design and Implementation (OSDI),Stanford University,resolved,KLEE: unassisted and automatic generation of high-coverage tests for complex systems programs,Cristian Cadar,Stanford University,US,2008,https://openalex.org/W1710734607
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,14,Automatically finding patches using genetic programming,"[""Westley Weimer"", ""ThanhVu Nguyen"", ""Claire Le Goues"", ""Stephanie Forrest""]",2009,Proceedings of the 31st International Conference on Software Engineering (ICSE),University of Virginia,resolved,Automatically finding patches using genetic programming,Westley Weimer,University of Virginia,US,2009,https://openalex.org/W2122947685
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,15,Predicting faults using the complexity of code changes,"[""Ahmed E. Hassan""]",2009,Proceedings of the 31st International Conference on Software Engineering (ICSE),Queen's University,resolved,Predicting faults using the complexity of code changes,Ahmed E. Hassan,Queen's University,CA,2009,https://openalex.org/W2158744032
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,1,On the Criteria to be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University,resolved,On the criteria to be used in decomposing systems into modules,David Lorge Parnas,Carnegie Mellon University,US,1972,https://openalex.org/W2134119432
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,2,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,Computer (IEEE Computer),University of North Carolina at Chapel Hill,resolved,No Silver Bullet Essence and Accidents of Software Engineering,Brooks,North Carolina State University,US,1987,https://openalex.org/W2154774499
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,3,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven,resolved,Go to Statement Considered Harmful,Edsger W. Dijkstra,Eindhoven University of Technology,NL,2002,https://openalex.org/W2154403892
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,4,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer (IEEE Computer),TRW Defense Systems Group,resolved,A Spiral Model of Software Development and Enhancement,Barry Boehm,Defense Systems (United States),US,1995,https://openalex.org/W1538749659
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,5,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology,resolved,A metrics suite for object oriented design,Shyam R. Chidamber,IIT@MIT,US,1994,https://openalex.org/W2158864412
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,6,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW Systems Group,no_affiliation,Managing the Development of Large Software Systems (1970),W. W. Royce,,,2021,https://openalex.org/W2095152777
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,7,A Complexity Measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,National Security Agency (Department of Defense),resolved,A Complexity Measure,Thomas J. McCabe,National Security Agency,US,1976,https://openalex.org/W1964962870
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,8,Aspect-Oriented Programming,"[""Gregor Kiczales"", ""John Lamping"", ""Anurag Mendhekar"", ""Chris Maeda"", ""Cristina Lopes"", ""Jean-Marc Loingtier"", ""John Irwin""]",1997,European Conference on Object-Oriented Programming (ECOOP),Xerox PARC,resolved,Aspect-oriented programming,Gregor Kiczales,Palo Alto Research Center,US,1996,https://openalex.org/W2029414465
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,9,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,University of Maryland,resolved,Program Slicing,Mark Weiser,"University of Maryland, College Park",US,1984,https://openalex.org/W2293624369
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,10,Design and Code Inspections to Reduce Errors in Program Development,"[""Michael E. Fagan""]",1976,IBM Systems Journal,IBM Corporation,resolved,Design and code inspections to reduce errors in program development,Michael Fagan,Poughkeepsie Public Library District,US,1976,https://openalex.org/W2161407365
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,11,A Validation of Object-Oriented Design Metrics as Quality Indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcelio L. Melo""]",1996,IEEE Transactions on Software Engineering,University of Maryland,resolved,A validation of object-oriented design metrics as quality indicators,Victor R. Basili,"University of Maryland, College Park",US,1996,https://openalex.org/W2121866145
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,12,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University,resolved,AN INTRODUCTION TO SOFTWARE ARCHITECTURE,David Garlan,Carnegie Mellon University,US,1993,https://openalex.org/W4292492869
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,13,Software processes are software too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),"University of Colorado, Boulder",resolved,Software processes are software too,Leon J. Osterweil,University of Colorado Boulder,US,1987,https://openalex.org/W2095958260
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,14,"Programs, Life Cycles, and Laws of Software Evolution","[""Meir M. Lehman""]",1980,Proceedings of the IEEE,Imperial College London,resolved,"Programs, life cycles, and laws of software evolution",M. M. Lehman,Imperial College London,GB,1980,https://openalex.org/W2045749853
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,15,Simplifying and Isolating Failure-Inducing Input,"[""Andreas Zeller"", ""Ralf Hildebrandt""]",2002,IEEE Transactions on Software Engineering,Saarland University,resolved,Simplifying and isolating failure-inducing input,Andreas Zeller,Saarland University,DE,2002,https://openalex.org/W2170224888
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,1,On the Criteria to Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University,resolved,On the criteria to be used in decomposing systems into modules,David Lorge Parnas,Carnegie Mellon University,US,1972,https://openalex.org/W2134119432
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,2,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven,resolved,Go to Statement Considered Harmful,Edsger W. Dijkstra,Eindhoven University of Technology,NL,2002,https://openalex.org/W2154403892
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,3,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill,resolved,No Silver Bullet Essence and Accidents of Software Engineering,Brooks,North Carolina State University,US,1987,https://openalex.org/W2154774499
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,4,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,IEEE Computer,TRW Defense Systems Group,resolved,A Spiral Model of Software Development and Enhancement,Barry Boehm,Defense Systems (United States),US,1995,https://openalex.org/W1538749659
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,5,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology (MIT),resolved,A metrics suite for object oriented design,Shyam R. Chidamber,IIT@MIT,US,1994,https://openalex.org/W2158864412
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,6,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,"University of Maryland, College Park",resolved,Program Slicing,Mark Weiser,"University of Maryland, College Park",US,1984,https://openalex.org/W2293624369
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,7,Statecharts: A visual formalism for complex systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science,resolved,Statecharts: a visual formalism for complex systems,David Harel,Weizmann Institute of Science,IL,1987,https://openalex.org/W2099529102
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,8,Software Processes Are Software Too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),"University of Colorado, Boulder",resolved,Software processes are software too,Leon J. Osterweil,University of Colorado Boulder,US,1987,https://openalex.org/W2095958260
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,9,Symbolic Execution and Program Testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center,resolved,Symbolic execution and program testing,James C. King,IBM (United States),US,1976,https://openalex.org/W2101512909
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,10,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University,resolved,AN INTRODUCTION TO SOFTWARE ARCHITECTURE,David Garlan,Carnegie Mellon University,US,1993,https://openalex.org/W4292492869
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,11,Dynamically Discovering Likely Program Invariants to Support Program Evolution,"[""Michael D. Ernst"", ""Jake Cockrell"", ""William G. Griswold"", ""David Notkin""]",2001,IEEE Transactions on Software Engineering,University of Washington,resolved,Dynamically discovering likely program invariants to support program evolution,Michael D. Ernst,IIT@MIT,US,2001,https://openalex.org/W3106729728
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,12,A Rational Design Process: How and Why to Fake It,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,University of Victoria,resolved,A rational design process: How and why to fake it,David Lorge Parnas,United States Naval Research Laboratory,US,1986,https://openalex.org/W2096360482
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,13,Hints on Test Data Selection: Help for the Practicing Programmer,"[""Richard A. DeMillo"", ""Richard J. Lipton"", ""Frederick G. Sayward""]",1978,IEEE Computer,Georgia Institute of Technology,resolved,Hints on Test Data Selection: Help for the Practicing Programmer,Richard A. DeMillo,Georgia Institute of Technology,US,1978,https://openalex.org/W2049695835
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,14,A Validation of Object-Oriented Design Metrics as Quality Indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcélio L. Melo""]",1996,IEEE Transactions on Software Engineering,"University of Maryland, College Park",resolved,A validation of object-oriented design metrics as quality indicators,Victor R. Basili,"University of Maryland, College Park",US,1996,https://openalex.org/W2121866145
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,15,CUTE: A Concolic Unit Testing Engine for C,"[""Koushik Sen"", ""Darko Marinov"", ""Gul Agha""]",2005,Proceedings of the 10th European Software Engineering Conference held jointly with 13th ACM SIGSOFT International Symposium on Foundations of Software Engineering (ESEC/FSE),University of Illinois at Urbana-Champaign,resolved,CUTE: A Concolic Unit Testing Engine for C,Koushik Sen,University of Illinois Urbana-Champaign,US,2005,https://openalex.org/W4242377092
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research,resolved,Deep Residual Learning for Image Recognition,Kaiming He,Microsoft Research (United Kingdom),GB,2016,https://openalex.org/W2194775991
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto,resolved,ImageNet classification with deep convolutional neural networks,Alex Krizhevsky,Google (United States),US,2017,https://openalex.org/W2163605009
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision (IJCV),University of British Columbia,resolved,Distinctive Image Features from Scale-Invariant Keypoints,David Lowe,University of British Columbia,CA,2004,https://openalex.org/W2151103935
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,4,ImageNet: A Large-Scale Hierarchical Image Database,"[""Jia Deng"", ""Wei Dong"", ""Richard Socher"", ""Li-Jia Li"", ""Kai Li"", ""Li Fei-Fei""]",2009,CVPR,Princeton University,resolved,ImageNet: A large-scale hierarchical image database,Jia Deng,Princeton University,US,2009,https://openalex.org/W2108598243
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford,resolved,Very Deep Convolutional Networks for Large-Scale Image Recognition,Karen Simonyan,University of Oxford,GB,2014,https://openalex.org/W1686810756
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,6,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,University of Science and Technology of China (USTC) / Microsoft Research,resolved,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,Shaoqing Ren,University of Science and Technology of China,CN,2016,https://openalex.org/W639708223
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,7,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington,resolved,"You Only Look Once: Unified, Real-Time Object Detection",Joseph Redmon,University of Washington,US,2016,https://openalex.org/W1483870316
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley,resolved,Fully convolutional networks for semantic segmentation,Jonathan Long,Berkeley College,US,2015,https://openalex.org/W1903029394
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,9,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg,resolved,U-Net: Convolutional Networks for Biomedical Image Segmentation,Olaf Ronneberger,University of Freiburg,DE,2015,https://openalex.org/W1901129140
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,10,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA,resolved,Histograms of Oriented Gradients for Human Detection,Navneet Dalal,Institut national de recherche en sciences et technologies du numérique,FR,2005,https://openalex.org/W2161969291
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,11,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael Jones""]",2001,CVPR,Compaq Cambridge Research Laboratory,resolved,Rapid object detection using a boosted cascade of simple features,Paul Viola,Mitsubishi Electric (United States),US,2005,https://openalex.org/W2164598857
