model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,13,KLEE: Unassisted and Automatic Generation of High-Coverage Tests for Complex Systems Programs,"[""Cristian Cadar"", ""Daniel Dunbar"", ""Dawson Engler""]",2008,Proceedings of the 8th USENIX Symposium on Operating Systems Design and Implementation (OSDI),Stanford University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,14,Automatically finding patches using genetic programming,"[""Westley Weimer"", ""ThanhVu Nguyen"", ""Claire Le Goues"", ""Stephanie Forrest""]",2009,Proceedings of the 31st International Conference on Software Engineering (ICSE),University of Virginia
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,15,Predicting faults using the complexity of code changes,"[""Ahmed E. Hassan""]",2009,Proceedings of the 31st International Conference on Software Engineering (ICSE),Queen's University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,1,On the Criteria to be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,2,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,Computer (IEEE Computer),University of North Carolina at Chapel Hill
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,3,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,4,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer (IEEE Computer),TRW Defense Systems Group
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,5,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,6,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW Systems Group
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,7,A Complexity Measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,National Security Agency (Department of Defense)
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,8,Aspect-Oriented Programming,"[""Gregor Kiczales"", ""John Lamping"", ""Anurag Mendhekar"", ""Chris Maeda"", ""Cristina Lopes"", ""Jean-Marc Loingtier"", ""John Irwin""]",1997,European Conference on Object-Oriented Programming (ECOOP),Xerox PARC
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,9,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,University of Maryland
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,10,Design and Code Inspections to Reduce Errors in Program Development,"[""Michael E. Fagan""]",1976,IBM Systems Journal,IBM Corporation
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,11,A Validation of Object-Oriented Design Metrics as Quality Indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcelio L. Melo""]",1996,IEEE Transactions on Software Engineering,University of Maryland
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,12,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,13,Software processes are software too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),"University of Colorado, Boulder"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,14,"Programs, Life Cycles, and Laws of Software Evolution","[""Meir M. Lehman""]",1980,Proceedings of the IEEE,Imperial College London
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,15,Simplifying and Isolating Failure-Inducing Input,"[""Andreas Zeller"", ""Ralf Hildebrandt""]",2002,IEEE Transactions on Software Engineering,Saarland University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,1,On the Criteria to Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,2,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,3,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,4,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,IEEE Computer,TRW Defense Systems Group
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,5,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,6,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,"University of Maryland, College Park"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,7,Statecharts: A visual formalism for complex systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,8,Software Processes Are Software Too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),"University of Colorado, Boulder"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,9,Symbolic Execution and Program Testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,10,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,11,Dynamically Discovering Likely Program Invariants to Support Program Evolution,"[""Michael D. Ernst"", ""Jake Cockrell"", ""William G. Griswold"", ""David Notkin""]",2001,IEEE Transactions on Software Engineering,University of Washington
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,12,A Rational Design Process: How and Why to Fake It,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,University of Victoria
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,13,Hints on Test Data Selection: Help for the Practicing Programmer,"[""Richard A. DeMillo"", ""Richard J. Lipton"", ""Frederick G. Sayward""]",1978,IEEE Computer,Georgia Institute of Technology
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,14,A Validation of Object-Oriented Design Metrics as Quality Indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcélio L. Melo""]",1996,IEEE Transactions on Software Engineering,"University of Maryland, College Park"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,15,CUTE: A Concolic Unit Testing Engine for C,"[""Koushik Sen"", ""Darko Marinov"", ""Gul Agha""]",2005,Proceedings of the 10th European Software Engineering Conference held jointly with 13th ACM SIGSOFT International Symposium on Foundations of Software Engineering (ESEC/FSE),University of Illinois at Urbana-Champaign
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision (IJCV),University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,4,ImageNet: A Large-Scale Hierarchical Image Database,"[""Jia Deng"", ""Wei Dong"", ""Richard Socher"", ""Li-Jia Li"", ""Kai Li"", ""Li Fei-Fei""]",2009,CVPR,Princeton University
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,6,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,University of Science and Technology of China (USTC) / Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,7,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,8,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,9,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,10,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,11,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael Jones""]",2001,CVPR,Compaq Cambridge Research Laboratory
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,12,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research (FAIR)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,13,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,14,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,15,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NIPS,University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision (IJCV),University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,4,ImageNet: A large-scale hierarchical image database,"[""Jia Deng"", ""Wei Dong"", ""Richard Socher"", ""Li-Jia Li"", ""Kai Li"", ""Li Fei-Fei""]",2009,CVPR,Princeton University
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,5,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,7,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael J. Jones""]",2001,CVPR,Compaq Cambridge Research Laboratory
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,8,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NIPS,University of Science and Technology of China / Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,9,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,10,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,11,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,12,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,13,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,14,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research (FAIR)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,15,An Iterative Image Registration Technique with an Application to Stereo Vision,"[""Bruce D. Lucas"", ""Takeo Kanade""]",1981,IJCAI,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems (NeurIPS),University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision (IJCV),University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,4,ImageNet: A Large-Scale Hierarchical Image Database,"[""Jia Deng"", ""Wei Dong"", ""Richard Socher"", ""Li-Jia Li"", ""Kai Li"", ""Li Fei-Fei""]",2009,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Princeton University
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,5,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael Jones""]",2001,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Compaq Cambridge Research Laboratory
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,6,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS),Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,8,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,9,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,10,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,11,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,12,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,13,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research (FAIR)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,14,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence (PAMI),Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,15,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,International Conference on Learning Representations (ICLR),Google Research
gpt-5.4,openai,SE_PAPERS,imp01-s1,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s1,2,The Mythical Man-Month,"[""Frederick P. Brooks, Jr.""]",1975,Addison-Wesley book,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s1,3,A Successful Application of Software Reuse,"[""W. M. Lim""]",1994,IEEE Software,Hewlett-Packard Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s1,4,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technische Hogeschool Eindhoven
gpt-5.4,openai,SE_PAPERS,imp01-s1,5,An Experimental Evaluation of the Cost Benefits of Structured Flowcharts in Program Comprehension,"[""B. Shneiderman"", ""R. Mayer"", ""J. D. McKay"", ""P. C. Heller""]",1977,IEEE Transactions on Software Engineering,University of Maryland
gpt-5.4,openai,SE_PAPERS,imp01-s1,6,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,O'Reilly book / essay,Independent / Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s1,7,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer,TRW Defense Systems Group
gpt-5.4,openai,SE_PAPERS,imp01-s1,8,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW
gpt-5.4,openai,SE_PAPERS,imp01-s1,9,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Rensselaer Polytechnic Institute
gpt-5.4,openai,SE_PAPERS,imp01-s1,10,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley book,"Taligent, Inc."
gpt-5.4,openai,SE_PAPERS,imp01-s1,11,"Capability Maturity Model, Version 1.1","[""Mark C. Paulk"", ""Bill Curtis"", ""Mary Beth Chrissis"", ""Charles V. Weber""]",1993,IEEE Software,"Software Engineering Institute, Carnegie Mellon University"
gpt-5.4,openai,SE_PAPERS,imp01-s1,12,The UNIX Time-Sharing System,"[""Dennis M. Ritchie"", ""Ken Thompson""]",1974,Communications of the ACM,Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s1,13,Continuous Integration,"[""Martin Fowler"", ""Matthew Foemmel""]",2006,ThoughtWorks article,ThoughtWorks
gpt-5.4,openai,SE_PAPERS,imp01-s1,14,Scrum Development Process,"[""Ken Schwaber""]",1995,OOPSLA Business Object Design and Implementation Workshop,Advanced Development Methods
gpt-5.4,openai,SE_PAPERS,imp01-s1,15,Extreme Programming Explained,"[""Kent Beck""]",1999,Addison-Wesley book,Independent consultant
gpt-5.4,openai,SE_PAPERS,imp01-s2,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s2,2,The Mythical Man-Month,"[""Frederick P. Brooks Jr.""]",1975,Addison-Wesley (book),University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s2,3,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer,TRW Defense Systems Group
gpt-5.4,openai,SE_PAPERS,imp01-s2,4,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW
gpt-5.4,openai,SE_PAPERS,imp01-s2,5,An Experimental Evaluation of the Assumption of Independence in Multiversion Programming,"[""John C. Knight"", ""Nancy G. Leveson""]",1986,IEEE Transactions on Software Engineering,University of Virginia
gpt-5.4,openai,SE_PAPERS,imp01-s2,6,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technische Hogeschool Eindhoven
gpt-5.4,openai,SE_PAPERS,imp01-s2,7,Program Slicing,"[""Mark Weiser""]",1981,Proceedings of the 5th International Conference on Software Engineering,University of Michigan
gpt-5.4,openai,SE_PAPERS,imp01-s2,8,Reflections on Trusting Trust,"[""Ken Thompson""]",1984,Communications of the ACM,Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s2,9,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley (book),Taligent
gpt-5.4,openai,SE_PAPERS,imp01-s2,10,Continuous Integration,"[""Grady Booch"", ""James Rumbaugh"", ""Ivar Jacobson""]",1991,Object-Oriented Design and Applications materials,
gpt-5.4,openai,SE_PAPERS,imp01-s2,11,Belady's Anomaly,"[""László A. Belady""]",1969,IBM Systems Journal,IBM
gpt-5.4,openai,SE_PAPERS,imp01-s2,12,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,O'Reilly (book/essay),Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s2,13,A Rational Design Process: How and Why to Fake It,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s2,14,The Economics of Software Quality,"[""Capers Jones""]",1991,Addison-Wesley (book),Software Productivity Research
gpt-5.4,openai,SE_PAPERS,imp01-s2,15,On the Criteria To Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gpt-5.4,openai,SE_PAPERS,imp01-s3,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s3,2,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,Massachusetts Institute of Technology
gpt-5.4,openai,SE_PAPERS,imp01-s3,3,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gpt-5.4,openai,SE_PAPERS,imp01-s3,4,An Empirical Study of the Reliability of UNIX Utilities,"[""Barton P. Miller"", ""Lars Fredriksen"", ""Bryan So""]",1990,Communications of the ACM,University of Wisconsin–Madison
gpt-5.4,openai,SE_PAPERS,imp01-s3,5,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,O'Reilly book / essay collection,Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s3,6,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer,TRW Defense Systems Group
gpt-5.4,openai,SE_PAPERS,imp01-s3,7,The Mythical Man-Month,"[""Frederick P. Brooks, Jr.""]",1975,Book,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s3,8,"On Understanding Types, Data Abstraction, and Polymorphism","[""Luca Cardelli"", ""Peter Wegner""]",1985,ACM Computing Surveys,AT&T Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s3,9,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Book,Taligent
gpt-5.4,openai,SE_PAPERS,imp01-s3,10,Program Slicing,"[""Mark Weiser""]",1981,Proceedings of the 5th International Conference on Software Engineering,University of Michigan
gpt-5.4,openai,SE_PAPERS,imp01-s3,11,Literate Programming,"[""Donald E. Knuth""]",1984,The Computer Journal,Stanford University
gpt-5.4,openai,SE_PAPERS,imp01-s3,12,On the Criteria To Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gpt-5.4,openai,SE_PAPERS,imp01-s3,13,Software Fault Interactions and Implications for Software Testing,"[""Glenford J. Myers""]",1979,IEEE Transactions on Software Engineering,IBM
gpt-5.4,openai,SE_PAPERS,imp01-s3,14,Continuous Integration,"[""Grady Booch""]",1991,Object-Oriented Design with Applications,Rational Software
gpt-5.4,openai,SE_PAPERS,imp01-s3,15,Reflections on Trusting Trust,"[""Ken Thompson""]",1984,Communications of the ACM,Bell Laboratories
gpt-5.4,openai,VIS_PAPERS,imp01-s1,1,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s1,2,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),INRIA Rhône-Alpes
