model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,14,Dynamically Discovering Likely Program Invariants to Support Program Evolution,"[""Michael D. Ernst"", ""Jake Cockrell"", ""William G. Griswold"", ""David Notkin""]",2001,IEEE Transactions on Software Engineering,University of Washington
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s1,15,Mining Metrics to Predict Component Failures,"[""Nachiappan Nagappan"", ""Thomas Ball"", ""Andreas Zeller""]",2006,Proceedings of the 28th International Conference on Software Engineering (ICSE),Microsoft Research
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,1,On the criteria to be used in decomposing systems into modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,2,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,3,A spiral model of software development and enhancement,"[""Barry W. Boehm""]",1988,IEEE Computer,TRW Defense Systems Group
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,4,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,5,A complexity measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,National Security Agency
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,6,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,University of Maryland
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,7,Statecharts: A visual formalism for complex systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,8,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,MIT Sloan School of Management
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,9,Software processes are software too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),University of Colorado Boulder
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,10,Symbolic Execution and Program Testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,11,A rational design process: How and why to fake it,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,University of Victoria
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,12,Dynamically discovering likely program invariants to support program evolution,"[""Michael D. Ernst"", ""Jake Cockrell"", ""William G. Griswold"", ""David Notkin""]",1999,Proceedings of the 21st International Conference on Software Engineering (ICSE),University of Washington
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,13,A validation of object-oriented design metrics as quality indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcélio L. Melo""]",1996,IEEE Transactions on Software Engineering,University of Maryland
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,14,Mining Version Histories to Guide Software Changes,"[""Thomas Zimmermann"", ""Peter Weißgerber"", ""Stephan Diehl"", ""Andreas Zeller""]",2004,Proceedings of the 26th International Conference on Software Engineering (ICSE),Saarland University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s2,15,Visualization of test information to assist fault localization,"[""James A. Jones"", ""Mary Jean Harrold"", ""John Stasko""]",2002,Proceedings of the 24th International Conference on Software Engineering (ICSE),Georgia Institute of Technology
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,1,On the Criteria to be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,2,No Silver Bullet: Essence and Accidents of Software Engineering,"[""Frederick P. Brooks Jr.""]",1987,IEEE Computer,University of North Carolina at Chapel Hill
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,3,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,IEEE Computer,TRW Defense Systems Group
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,4,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,5,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,MIT Sloan School of Management
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,6,A Complexity Measure,"[""Thomas J. McCabe""]",1976,IEEE Transactions on Software Engineering,National Security Agency (NSA)
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,7,Program Slicing,"[""Mark Weiser""]",1984,IEEE Transactions on Software Engineering,"University of Maryland, College Park"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,8,Statecharts: A Visual Formalism for Complex Systems,"[""David Harel""]",1987,Science of Computer Programming,Weizmann Institute of Science
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,9,Symbolic Execution and Program Testing,"[""James C. King""]",1976,Communications of the ACM,IBM Thomas J. Watson Research Center
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,10,A Rational Design Process: How and Why to Fake It,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,University of Victoria
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,11,Software Processes Are Software Too,"[""Leon J. Osterweil""]",1987,Proceedings of the 9th International Conference on Software Engineering (ICSE),"University of Colorado, Boulder"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,12,A Validation of Object-Oriented Design Metrics as Quality Indicators,"[""Victor R. Basili"", ""Lionel C. Briand"", ""Walcelio L. Melo""]",1996,IEEE Transactions on Software Engineering,"University of Maryland, College Park"
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,13,Dynamically Discovering Likely Program Invariants to Support Program Evolution,"[""Michael D. Ernst"", ""Jake Cockrell"", ""William G. Griswold"", ""David Notkin""]",2001,IEEE Transactions on Software Engineering,University of Washington
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,14,An Introduction to Software Architecture,"[""David Garlan"", ""Mary Shaw""]",1993,Advances in Software Engineering and Knowledge Engineering,Carnegie Mellon University
gemini-3.1-pro-preview,gemini,SE_PAPERS,imp01-s3,15,DART: Directed Automated Random Testing,"[""Patrice Godefroid"", ""Nils Klarlund"", ""Koushik Sen""]",2005,ACM SIGPLAN Conference on Programming Language Design and Implementation (PLDI),Bell Labs
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,3,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,4,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,IJCV,University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,5,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,University of Science and Technology of China / Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,7,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,8,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,9,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,10,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research (FAIR)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,11,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,12,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,13,Generative Adversarial Nets,"[""Ian Goodfellow"", ""Jean Pouget-Abadie"", ""Mehdi Mirza"", ""Bing Xu"", ""David Warde-Farley"", ""Sherjil Ozair"", ""Aaron Courville"", ""Yoshua Bengio""]",2014,NeurIPS,Université de Montréal
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,14,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,ICLR,Google Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s1,15,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,Advances in Neural Information Processing Systems (NeurIPS),University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision (IJCV),University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,4,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael Jones""]",2001,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Compaq Cambridge Research Laboratory
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,5,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI),Massachusetts Institute of Technology (MIT)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,6,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,7,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,Advances in Neural Information Processing Systems (NeurIPS),University of Science and Technology of China / Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,8,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,9,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,10,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,International Conference on Medical Image Computing and Computer-Assisted Intervention (MICCAI),University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,11,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,IEEE International Conference on Computer Vision (ICCV),Facebook AI Research (FAIR)
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,12,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,International Conference on Learning Representations (ICLR),University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,13,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,14,Rich feature hierarchies for accurate object detection and semantic segmentation,"[""Ross Girshick"", ""Jeff Donahue"", ""Trevor Darrell"", ""Jitendra Malik""]",2014,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s2,15,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,International Conference on Learning Representations (ICLR),Google Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,1,Deep Residual Learning for Image Recognition,"[""Kaiming He"", ""Xiangyu Zhang"", ""Shaoqing Ren"", ""Jian Sun""]",2016,CVPR,Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,2,ImageNet Classification with Deep Convolutional Neural Networks,"[""Alex Krizhevsky"", ""Ilya Sutskever"", ""Geoffrey E. Hinton""]",2012,NeurIPS,University of Toronto
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,3,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,4,ImageNet: A large-scale hierarchical image database,"[""Jia Deng"", ""Wei Dong"", ""Richard Socher"", ""Li-Jia Li"", ""Kai Li"", ""Li Fei-Fei""]",2009,CVPR,Princeton University
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,5,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,"[""Shaoqing Ren"", ""Kaiming He"", ""Ross Girshick"", ""Jian Sun""]",2015,NeurIPS,University of Science and Technology of China / Microsoft Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,6,"You Only Look Once: Unified, Real-Time Object Detection","[""Joseph Redmon"", ""Santosh Divvala"", ""Ross Girshick"", ""Ali Farhadi""]",2016,CVPR,University of Washington
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,7,Fully Convolutional Networks for Semantic Segmentation,"[""Jonathan Long"", ""Evan Shelhamer"", ""Trevor Darrell""]",2015,CVPR,UC Berkeley
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,8,Very Deep Convolutional Networks for Large-Scale Image Recognition,"[""Karen Simonyan"", ""Andrew Zisserman""]",2015,ICLR,University of Oxford
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,9,Mask R-CNN,"[""Kaiming He"", ""Georgia Gkioxari"", ""Piotr Dollár"", ""Ross Girshick""]",2017,ICCV,Facebook AI Research
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,10,Rapid Object Detection using a Boosted Cascade of Simple Features,"[""Paul Viola"", ""Michael Jones""]",2001,CVPR,Compaq Cambridge Research Laboratory
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,11,Histograms of Oriented Gradients for Human Detection,"[""Navneet Dalal"", ""Bill Triggs""]",2005,CVPR,INRIA
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,12,Going Deeper with Convolutions,"[""Christian Szegedy"", ""Wei Liu"", ""Yangqing Jia"", ""Pierre Sermanet"", ""Scott Reed"", ""Dragomir Anguelov"", ""Dumitru Erhan"", ""Vincent Vanhoucke"", ""Andrew Rabinovich""]",2015,CVPR,Google
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,13,U-Net: Convolutional Networks for Biomedical Image Segmentation,"[""Olaf Ronneberger"", ""Philipp Fischer"", ""Thomas Brox""]",2015,MICCAI,University of Freiburg
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,14,A Computational Approach to Edge Detection,"[""John Canny""]",1986,IEEE Transactions on Pattern Analysis and Machine Intelligence,Massachusetts Institute of Technology
gemini-3.1-pro-preview,gemini,VIS_PAPERS,imp01-s3,15,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,"[""Alexey Dosovitskiy"", ""Lucas Beyer"", ""Alexander Kolesnikov"", ""Dirk Weissenborn"", ""Xiaohua Zhai"", ""Thomas Unterthiner"", ""Mostafa Dehghani"", ""Matthias Minderer"", ""Georg Heigold"", ""Sylvain Gelly"", ""Jakob Uszkoreit"", ""Neil Houlsby""]",2021,ICLR,Google Research
gpt-5.4,openai,SE_PAPERS,imp01-s1,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s1,2,The Mythical Man-Month,"[""Frederick P. Brooks, Jr.""]",1975,Book,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s1,3,An Experimental Evaluation of the Assumption of Independence in Multiversion Programming,"[""John C. Knight"", ""Nancy G. Leveson""]",1986,IEEE Transactions on Software Engineering,University of Virginia
gpt-5.4,openai,SE_PAPERS,imp01-s1,4,A Metrics Suite for Object Oriented Design,"[""Shyam R. Chidamber"", ""Chris F. Kemerer""]",1994,IEEE Transactions on Software Engineering,University of Michigan
gpt-5.4,openai,SE_PAPERS,imp01-s1,5,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technological University Eindhoven
gpt-5.4,openai,SE_PAPERS,imp01-s1,6,"On Understanding Types, Data Abstraction, and Polymorphism","[""Luca Cardelli"", ""Peter Wegner""]",1985,ACM Computing Surveys,AT&T Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s1,7,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer,TRW Defense Systems Group
gpt-5.4,openai,SE_PAPERS,imp01-s1,8,The CHAOS Report,"[""The Standish Group""]",1994,Industry report,The Standish Group
gpt-5.4,openai,SE_PAPERS,imp01-s1,9,"Agile Software Development: Principles, Patterns, and Practices","[""Robert C. Martin""]",2002,Book,Object Mentor
gpt-5.4,openai,SE_PAPERS,imp01-s1,10,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Book,Taligent
gpt-5.4,openai,SE_PAPERS,imp01-s1,11,A Case for Redundancy in Data Centers,"[""Jeffrey Dean"", ""Luiz André Barroso""]",2001,ACM SIGOPS Operating Systems Review,Google
gpt-5.4,openai,SE_PAPERS,imp01-s1,12,Why Programs Fail: A Guide to Systematic Debugging,"[""Andreas Zeller""]",2005,Book,Saarland University
gpt-5.4,openai,SE_PAPERS,imp01-s1,13,Refactoring: Improving the Design of Existing Code,"[""Martin Fowler""]",1999,Book,Refactoring Inc.
gpt-5.4,openai,SE_PAPERS,imp01-s1,14,An Empirical Study of the Reliability of UNIX Utilities,"[""Barton P. Miller"", ""Lars Fredriksen"", ""Bryan So""]",1990,Communications of the ACM,University of Wisconsin–Madison
gpt-5.4,openai,SE_PAPERS,imp01-s1,15,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,Book/essay,Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s2,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s2,2,A Spiral Model of Software Development and Enhancement,"[""Barry W. Boehm""]",1988,Computer,TRW Defense Systems Group
gpt-5.4,openai,SE_PAPERS,imp01-s2,3,An Empirical Study of the Reliability of UNIX Utilities,"[""Barton P. Miller"", ""Lars Fredriksen"", ""Bryan So""]",1990,Communications of the ACM,University of Wisconsin–Madison
gpt-5.4,openai,SE_PAPERS,imp01-s2,4,Design Patterns: Elements of Reusable Object-Oriented Software,"[""Erich Gamma"", ""Richard Helm"", ""Ralph Johnson"", ""John Vlissides""]",1994,Addison-Wesley,University of Zurich
gpt-5.4,openai,SE_PAPERS,imp01-s2,5,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,First Monday,Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s2,6,The Mythical Man-Month,"[""Frederick P. Brooks, Jr.""]",1975,Addison-Wesley,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s2,7,Go To Statement Considered Harmful,"[""Edsger W. Dijkstra""]",1968,Communications of the ACM,Technische Hogeschool Eindhoven
gpt-5.4,openai,SE_PAPERS,imp01-s2,8,Program Development by Stepwise Refinement,"[""Niklaus Wirth""]",1971,Communications of the ACM,Stanford University
gpt-5.4,openai,SE_PAPERS,imp01-s2,9,On the Criteria To Be Used in Decomposing Systems into Modules,"[""D. L. Parnas""]",1972,Communications of the ACM,Carnegie-Mellon University
gpt-5.4,openai,SE_PAPERS,imp01-s2,10,The Economics of Software Quality,"[""Barry W. Boehm"", ""J. R. Brown"", ""H. Kaspar"", ""M. Lipow"", ""G. J. MacLeod"", ""M. J. Merritt""]",1978,North-Holland,TRW
gpt-5.4,openai,SE_PAPERS,imp01-s2,11,The C Programming Language,"[""Brian W. Kernighan"", ""Dennis M. Ritchie""]",1978,Prentice Hall,Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s2,12,A Discipline of Programming,"[""Edsger W. Dijkstra""]",1976,Prentice Hall,Burroughs Corporation
gpt-5.4,openai,SE_PAPERS,imp01-s2,13,The Rational Unified Process: An Introduction,"[""Philippe Kruchten""]",1999,Addison-Wesley,Rational Software
gpt-5.4,openai,SE_PAPERS,imp01-s2,14,Extreme Programming Explained: Embrace Change,"[""Kent Beck""]",1999,Addison-Wesley,Independent consultant
gpt-5.4,openai,SE_PAPERS,imp01-s2,15,Refactoring: Improving the Design of Existing Code,"[""Martin Fowler""]",1999,Addison-Wesley,ThoughtWorks
gpt-5.4,openai,SE_PAPERS,imp01-s3,1,No Silver Bullet—Essence and Accidents of Software Engineering,"[""Frederick P. Brooks, Jr.""]",1987,Computer,University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s3,2,A Discipline of Programming,"[""Edsger W. Dijkstra""]",1976,Prentice Hall (book),Burroughs Corporation
gpt-5.4,openai,SE_PAPERS,imp01-s3,3,Structured Design,"[""Glenford J. Myers"", ""Larry L. Constantine""]",1974,IBM Systems Journal,IBM
gpt-5.4,openai,SE_PAPERS,imp01-s3,4,An Experimental Evaluation of the Assumption of Independence in Multiversion Programming,"[""John C. Knight"", ""Nancy G. Leveson""]",1986,IEEE Transactions on Software Engineering,University of Virginia
gpt-5.4,openai,SE_PAPERS,imp01-s3,5,The Cathedral and the Bazaar,"[""Eric S. Raymond""]",1999,O'Reilly (book/essay; widely circulated from 1997),Open Source Initiative
gpt-5.4,openai,SE_PAPERS,imp01-s3,6,Go To Statement Considered Harmful,"[""C. A. R. Hoare""]",1968,Communications of the ACM,Queen's University Belfast
gpt-5.4,openai,SE_PAPERS,imp01-s3,7,The Mythical Man-Month,"[""Frederick P. Brooks, Jr.""]",1975,Addison-Wesley (book),University of North Carolina at Chapel Hill
gpt-5.4,openai,SE_PAPERS,imp01-s3,8,A Rational Design Process: How and Why to Fake It,"[""David L. Parnas"", ""Paul C. Clements""]",1986,IEEE Transactions on Software Engineering,Polytechnic University of New York
gpt-5.4,openai,SE_PAPERS,imp01-s3,9,On the Criteria To Be Used in Decomposing Systems into Modules,"[""David L. Parnas""]",1972,Communications of the ACM,Carnegie Mellon University
gpt-5.4,openai,SE_PAPERS,imp01-s3,10,Managing the Development of Large Software Systems,"[""Winston W. Royce""]",1970,Proceedings of IEEE WESCON,TRW Systems
gpt-5.4,openai,SE_PAPERS,imp01-s3,11,Software's Chronic Crisis,"[""W. W. Gibbs""]",1994,Scientific American,Scientific American
gpt-5.4,openai,SE_PAPERS,imp01-s3,12,The Economics of Reusable Software Components,"[""Wayne C. Lim""]",1994,IEEE Software,Hewlett-Packard Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s3,13,Software Engineering: Report on a Conference Sponsored by the NATO Science Committee,"[""Friedrich L. Bauer"", ""J. Green"", ""A. J. Perlis"", ""H. Samelson"", ""B. Randell"", ""P. Naur"", ""J. N. Buxton""]",1969,NATO Conference Report,Technische Universität München
gpt-5.4,openai,SE_PAPERS,imp01-s3,14,The UNIX Time-Sharing System,"[""Dennis M. Ritchie"", ""Ken Thompson""]",1974,Communications of the ACM,Bell Laboratories
gpt-5.4,openai,SE_PAPERS,imp01-s3,15,Program Development by Stepwise Refinement,"[""Niklaus Wirth""]",1971,Communications of the ACM,Stanford University
gpt-5.4,openai,VIS_PAPERS,imp01-s1,1,Distinctive Image Features from Scale-Invariant Keypoints,"[""David G. Lowe""]",2004,International Journal of Computer Vision,University of British Columbia
gpt-5.4,openai,VIS_PAPERS,imp01-s1,2,Object Recognition from Local Scale-Invariant Features,"[""David G. Lowe""]",1999,International Conference on Computer Vision,University of British Columbia
